inspection_id,date,school_id,has_electricity,has_drinking_water,has_functional_toilet,has_boundary_wall,has_playground,inspector_name,remarks,infrastructure_deficit_pct
INSP00389,2025-08-16,SCH0238,1.0,1.0,1.0,1.0,0.0,Aradhana Bumb,Average,20.0
INSP00236,2025-09-11,0329,1.0,1.0,1.0,0.0,1.0,Fariq Sen,Average,20.0
INSP02740,2025-05-29,SCH0543,,1.0,1.0,1.0,0.0,Tanmayi Puri,Average,25.0
INSP01985,2025-12-11,SCH0531,,1.0,1.0,1.0,0.0,Tanvi Padmanabhan,Good condition,25.0
INSP00268,2025-12-30,SCH0206,,1.0,1.0,1.0,1.0,Irya Mody,Needs repair,0.0
INSP00771,2025-05-09,SCH0309,1.0,,1.0,,0.0,Om Shenoy,No Remarks,33.33
INSP02166,2025-12-12,SCH0471,,,1.0,,1.0,Harshil Bhargava,Good condition,0.0
INSP00438,2025-04-28,S0417,1.0,0.0,1.0,0.0,0.0,Mitali Nair,Needs repair,60.0
INSP00674,2025-04-15,SCH0059,0.0,1.0,1.0,,,Chaman Naik,No remarks,33.33
INSP00250,2026-06-03,SCH0098,1.0,1.0,1.0,1.0,0.0,Ojas Doshi,Average,20.0
INSP02202,2026-05-03,S0312,1.0,1.0,,0.0,,Lakshmi Sami,Good condition,33.33
INSP01575,2025-09-17,SCH0311,1.0,1.0,,1.0,0.0,Irya Narasimhan,Good condition,25.0
INSP02143,2026-02-13,SCH0452,1.0,1.0,0.0,0.0,0.0,Lila Taneja,Average,60.0
INSP02082,2025-04-13,SCH0181,1.0,1.0,,1.0,0.0,Krisha Bal,No remarks,25.0
INSP02753,2025-09-28,S0270,1.0,1.0,1.0,,1.0,Raagini Wason,No remarks,0.0
INSP02701,2025-09-07,0025,1.0,1.0,1.0,0.0,,Krishna Korpal,Toilets locked,25.0
INSP00449,2025-08-15,SCH0310,,1.0,1.0,0.0,1.0,Anay Ben,No remarks,25.0
INSP01470,2026-03-07,SCH0268,0.0,1.0,1.0,1.0,1.0,Anika Sahota,Toilets locked,20.0
INSP00717,2026-02-16,SCH0242,1.0,1.0,,1.0,,Bachittar Talwar,Toilets locked,0.0
INSP02682,2025-09-23,SCH0574,,1.0,1.0,0.0,1.0,Raagini Dube,No remarks,25.0
INSP02750,2025-02-10,SCH0187,1.0,1.0,1.0,0.0,1.0,Sara Chandra,Good condition,20.0
INSP02049,2025-06-16,SCH0259,1.0,1.0,1.0,1.0,0.0,Unknown Inspector,Average,20.0
INSP01902,2026-02-24,SCH0417,0.0,1.0,1.0,1.0,1.0,Ekanta Ganguly,Good condition,20.0
INSP01169,2025-06-01,SCH0435,1.0,1.0,0.0,1.0,,Nikita Borah,No Remarks,25.0
INSP00083,2025-12-30,S0130,,1.0,1.0,1.0,,Jai Sheth,No Remarks,0.0
INSP02550,2026-01-03,SCH0330,1.0,0.0,,,0.0,Eesha Banerjee,Needs repair,66.67
INSP01461,2025-07-23,SCH0590,1.0,1.0,1.0,1.0,1.0,Qarin Wali,Needs repair,0.0
INSP01894,2025-12-18,SCH0238,,1.0,1.0,0.0,0.0,Kai Oak,Average,50.0
INSP01669,2025-07-04,SCH0080,0.0,1.0,,,1.0,Charan Sura,Needs repair,33.33
INSP02001,2025-04-20,SCH0425,1.0,1.0,1.0,0.0,1.0,Jagvi Gour,No Remarks,20.0
INSP00476,2025-10-25,SCH0241,1.0,1.0,,1.0,0.0,Leela Palla,Toilets locked,25.0
INSP00518,2025-08-31,SCH0272,1.0,1.0,1.0,1.0,0.0,Alka Shere,No remarks,20.0
INSP00405,2025-09-03,SCH0290,1.0,1.0,0.0,0.0,1.0,Unknown Inspector,Good condition,40.0
INSP00385,2026-05-03,SCH0387,1.0,1.0,1.0,,1.0,Kritika Setty,Toilets locked,0.0
INSP02762,2025-04-09,SCH0238,0.0,0.0,1.0,,,Faraj Sagar,No remarks,66.67
INSP02153,2025-11-04,SCH0354,1.0,1.0,1.0,1.0,0.0,Vasatika Suresh,Needs repair,20.0
INSP01634,2026-01-16,SCH0469,,1.0,1.0,0.0,0.0,Chaman Chhabra,No remarks,50.0
INSP00689,2025-11-07,S0017,0.0,0.0,1.0,,1.0,Unknown Inspector,No Remarks,50.0
INSP01241,2025-07-18,SCH0170,0.0,1.0,1.0,,0.0,Jai Mandal,Toilets locked,50.0
INSP00063,2025-07-20,S0464,1.0,,,,0.0,Harsh Nagy,Average,50.0
INSP00853,2025-04-23,SCH0329,1.0,1.0,1.0,1.0,,Atharv Balakrishnan,Good condition,0.0
INSP02892,2026-02-03,SCH0225,,1.0,1.0,0.0,1.0,Sai Ram,Toilets locked,25.0
INSP02606,2025-07-24,SCH0429,0.0,1.0,1.0,1.0,,Ria Bedi,Needs repair,25.0
INSP01263,2025-07-12,SCH0540,0.0,0.0,1.0,,1.0,Gabriel Jaggi,No remarks,50.0
INSP00224,2025-12-13,SCH0562,1.0,1.0,0.0,0.0,1.0,Manan Patla,No remarks,40.0
INSP02194,2025-08-22,SCH0263,0.0,,1.0,0.0,1.0,Qarin Suri,Average,50.0
INSP00374,2025-04-07,SCH0017,1.0,1.0,1.0,1.0,1.0,Fitan Yogi,Needs repair,0.0
INSP01825,2025-04-21,SCH0214,1.0,1.0,1.0,,,Lekha Chaudhari,Good condition,0.0
INSP02668,2025-08-16,SCH0580,0.0,1.0,1.0,1.0,1.0,Upkaar Khurana,No remarks,20.0
INSP02731,2026-01-11,SCH0585,1.0,1.0,1.0,1.0,1.0,Wakeeta Merchant,Needs repair,0.0
INSP02822,2026-01-13,SCH0432,,1.0,1.0,1.0,1.0,Zayyan Oza,Good condition,0.0
INSP00010,2025-10-11,SCH0020,0.0,1.0,0.0,1.0,1.0,Wriddhish Golla,Needs repair,40.0
INSP01945,2026-03-17,SCH0235,1.0,,1.0,,1.0,Garima Devi,Good condition,0.0
INSP01839,2025-11-18,SCH0497,1.0,1.0,1.0,0.0,,Mugdha Lad,Toilets locked,25.0
INSP00709,2026-02-13,SCH0377,1.0,1.0,,1.0,1.0,Pooja D’Alia,No remarks,0.0
INSP00256,2026-07-03,SCH0478,,1.0,1.0,1.0,,Yashasvi Gade,No remarks,0.0
INSP01618,2025-11-22,SCH0116,0.0,,1.0,1.0,0.0,Upma Savant,No remarks,50.0
INSP00390,2025-09-24,SCH0042,1.0,1.0,1.0,1.0,1.0,Xavier Keer,Needs repair,0.0
INSP01582,2025-12-01,S0279,1.0,1.0,1.0,0.0,0.0,Ojasvi Bassi,Needs repair,40.0
INSP00925,2025-12-11,SCH0488,0.0,,1.0,0.0,1.0,Dalaja Nath,Good condition,50.0
INSP02037,2025-09-03,SCH0410,1.0,1.0,,1.0,1.0,Sarthak Bhatti,Toilets locked,0.0
INSP02527,2025-12-27,S0430,,1.0,1.0,1.0,,Chatresh Mohan,Good condition,0.0
INSP01225,2025-06-21,SCH0596,0.0,1.0,,1.0,0.0,Janani Mitter,Needs repair,50.0
INSP01947,2025-06-29,SCH0514,1.0,1.0,1.0,,0.0,Nirja Toor,Average,25.0
INSP00740,2025-10-06,SCH0008,1.0,1.0,1.0,0.0,1.0,Praneel Chahal,Toilets locked,20.0
INSP00041,2025-09-22,SCH0116,1.0,1.0,1.0,1.0,,Tanveer Garde,Needs repair,0.0
INSP00869,2026-02-21,SCH0441,1.0,1.0,1.0,0.0,1.0,Warinder Bhardwaj,Average,20.0
INSP00540,2025-01-10,SCH0067,1.0,,0.0,1.0,1.0,Osha Kara,No remarks,25.0
INSP01372,2026-01-08,0206,0.0,1.0,0.0,1.0,0.0,Upma Guha,No remarks,60.0
INSP01146,2025-04-22,SCH0341,1.0,1.0,1.0,1.0,,Reyansh Yogi,Needs repair,0.0
INSP01032,2026-01-16,SCH0195,1.0,1.0,,0.0,1.0,Aarnav Mittal,Average,25.0
INSP00373,2025-04-26,S0524,1.0,0.0,0.0,1.0,,Benjamin Modi,No Remarks,50.0
INSP00668,2025-06-07,SCH0127,,1.0,1.0,1.0,0.0,Qabil Desai,Needs repair,25.0
INSP00358,2026-02-25,SCH0051,1.0,1.0,1.0,0.0,,Ekapad Bava,Toilets locked,25.0
INSP00968,2026-02-23,S0203,1.0,1.0,1.0,1.0,1.0,Gavin Bera,Needs repair,0.0
INSP01354,2025-04-20,SCH0506,1.0,1.0,1.0,1.0,0.0,Irya Amble,Average,20.0
INSP01036,2026-01-24,SCH0586,,1.0,,1.0,1.0,Jack Rai,No Remarks,0.0
INSP00471,2025-06-12,SCH0042,,1.0,1.0,1.0,,Unknown Inspector,No remarks,0.0
INSP01397,2026-02-13,SCH0596,0.0,1.0,1.0,0.0,0.0,Hamsini Sekhon,Good condition,60.0
INSP02756,2025-05-21,SCH0252,1.0,0.0,1.0,,1.0,Saksham Hora,No Remarks,25.0
INSP01550,2025-08-11,SCH0403,0.0,,0.0,1.0,,Teerth Narain,No remarks,66.67
INSP01257,2025-09-18,SCH0192,1.0,1.0,,0.0,0.0,Unknown Inspector,Needs repair,50.0
INSP02095,2025-07-06,SCH0258,1.0,1.0,1.0,0.0,1.0,Bakhshi Bali,Good condition,20.0
INSP01556,2026-03-18,SCH0331,1.0,1.0,1.0,1.0,1.0,Unknown Inspector,Needs repair,0.0
INSP02722,2025-12-01,SCH0084,,1.0,1.0,0.0,0.0,Madhav Dhawan,Good condition,50.0
INSP01251,2025-10-24,SCH0232,1.0,1.0,,0.0,0.0,Ekanta Kuruvilla,Good condition,50.0
INSP01700,2025-07-12,SCH0208,,1.0,1.0,0.0,0.0,Kamala Murty,Average,50.0
INSP01253,2025-04-05,SCH0421,1.0,1.0,,1.0,,Unknown Inspector,No Remarks,0.0
INSP02923,2025-08-28,S0344,1.0,1.0,1.0,0.0,0.0,Darpan Dhaliwal,No remarks,40.0
INSP00080,2025-01-10,SCH0526,0.0,,0.0,1.0,0.0,Jasmit Sampath,Average,75.0
INSP01173,2026-01-11,SCH0398,0.0,1.0,1.0,1.0,1.0,Unknown Inspector,Good condition,20.0
INSP00815,2025-09-22,SCH0419,1.0,1.0,1.0,1.0,1.0,Ayaan Din,Toilets locked,0.0
INSP01853,2025-08-16,SCH0132,1.0,,1.0,0.0,1.0,Advik Korpal,Good condition,25.0
INSP02221,2026-03-26,SCH0499,0.0,1.0,,1.0,0.0,Unknown Inspector,Good condition,50.0
INSP02765,2025-09-11,SCH0103,,1.0,1.0,0.0,0.0,Pratyush Khosla,No remarks,50.0
INSP02106,2025-04-07,SCH0466,1.0,1.0,1.0,1.0,1.0,Elijah Dugar,Good condition,0.0
INSP00134,2025-04-24,SCH0266,1.0,1.0,1.0,1.0,0.0,Hredhaan Shere,Needs repair,20.0
INSP01141,2025-09-23,SCH0018,1.0,,1.0,0.0,0.0,Unknown Inspector,No Remarks,50.0
INSP00934,2026-01-24,SCH0156,,,1.0,1.0,0.0,Nitesh Varughese,Toilets locked,33.33
INSP00929,2025-04-01,SCH0534,1.0,0.0,,,0.0,Noah Deol,No remarks,66.67
INSP00824,2025-11-17,SCH0427,1.0,1.0,1.0,,,Harsh Konda,Average,0.0
INSP01532,2025-12-05,SCH0003,1.0,1.0,,1.0,,Bakhshi Butala,Toilets locked,0.0
INSP01215,2025-06-28,SCH0143,0.0,1.0,0.0,1.0,0.0,Jason Gill,Average,60.0
INSP00505,2026-02-25,SCH0109,0.0,1.0,1.0,,,Ekavir Tara,No Remarks,33.33
INSP02396,2025-12-09,SCH0579,0.0,1.0,1.0,0.0,0.0,Alka Dua,Needs repair,60.0
INSP01997,2025-06-14,SCH0142,,1.0,1.0,1.0,,Unknown Inspector,Needs repair,0.0
INSP02435,2025-04-17,0249,1.0,,1.0,0.0,1.0,Unknown Inspector,Average,25.0
INSP01959,2025-05-22,SCH0567,,0.0,1.0,1.0,1.0,Hredhaan Madan,Good condition,25.0
INSP01385,2025-11-18,S0212,1.0,1.0,1.0,1.0,0.0,Shravya Aggarwal,No remarks,20.0
INSP00895,2026-01-17,SCH0204,1.0,1.0,1.0,0.0,0.0,Vasana Chaudhuri,No remarks,40.0
INSP00829,2025-11-14,SCH0086,1.0,1.0,0.0,1.0,1.0,Amara Choudhry,Good condition,20.0
INSP02524,2025-04-23,SCH0558,1.0,1.0,1.0,1.0,0.0,Harrison Bhatnagar,Good condition,20.0
INSP01684,2025-09-19,SCH0248,1.0,1.0,1.0,0.0,1.0,Ekalinga Sachdeva,No Remarks,20.0
INSP02707,2025-12-03,SCH0472,1.0,1.0,1.0,1.0,,Aarush Agate,Toilets locked,0.0
INSP02643,2025-07-31,SCH0183,1.0,1.0,1.0,1.0,1.0,Samuel Dugar,Needs repair,0.0
INSP00653,2026-02-07,SCH0572,1.0,1.0,0.0,0.0,0.0,Aarini Narasimhan,No Remarks,60.0
INSP00173,2025-06-07,S0151,,1.0,,1.0,,Unknown Inspector,Good condition,0.0
INSP00039,2025-09-18,SCH0246,0.0,1.0,,1.0,,Ikshita Lanka,Needs repair,33.33
INSP00714,2026-01-24,SCH0147,1.0,1.0,1.0,,1.0,Anamika Borde,No remarks,0.0
INSP00091,2026-01-06,SCH0496,1.0,1.0,0.0,1.0,1.0,Triveni Rao,Average,20.0
INSP01206,2025-07-17,SCH0278,,1.0,1.0,1.0,0.0,Unknown Inspector,No remarks,25.0
INSP02603,2025-09-15,SCH0203,1.0,0.0,1.0,1.0,1.0,Qushi Merchant,Needs repair,20.0
INSP02718,2026-02-20,SCH0318,,1.0,,1.0,0.0,Manan Joshi,Good condition,33.33
INSP01828,2026-01-25,SCH0586,1.0,1.0,1.0,1.0,0.0,Unknown Inspector,Average,20.0
INSP01156,2025-03-08,SCH0214,1.0,1.0,0.0,0.0,0.0,Logan Kuruvilla,Needs repair,60.0
INSP01325,2026-03-13,SCH0278,1.0,1.0,1.0,1.0,0.0,Isaac Prabhakar,Average,20.0
INSP00217,2026-02-18,SCH0082,1.0,1.0,1.0,1.0,0.0,Ekani Sahni,No remarks,20.0
INSP00511,2026-01-20,SCH0265,0.0,1.0,0.0,,0.0,Turvi Sundaram,Toilets locked,75.0
INSP01681,2025-07-10,SCH0037,1.0,1.0,0.0,1.0,0.0,Anjali Dua,Good condition,40.0
INSP00500,2025-08-23,SCH0062,,1.0,0.0,1.0,,Ekta Pandey,No Remarks,33.33
INSP02609,2025-10-09,SCH0057,1.0,,0.0,1.0,0.0,Manbir Sood,No remarks,50.0
INSP01857,2025-04-11,SCH0436,0.0,1.0,1.0,0.0,1.0,Amol Dutta,Needs repair,40.0
INSP01389,2025-05-26,S0306,1.0,1.0,1.0,,1.0,Omaja Bal,No remarks,0.0
INSP01520,2025-04-23,SCH0498,,1.0,,0.0,0.0,Unknown Inspector,Toilets locked,66.67
INSP02387,2025-11-07,SCH0062,,1.0,0.0,1.0,0.0,Unni Chauhan,Needs repair,50.0
INSP02861,2025-08-16,SCH0016,1.0,1.0,,1.0,1.0,Vrishti Goel,Toilets locked,0.0
INSP02077,2025-07-17,SCH0077,,0.0,1.0,1.0,0.0,David Patel,Average,50.0
INSP01541,2026-01-23,SCH0123,0.0,,1.0,1.0,1.0,Yagnesh Buch,Average,25.0
INSP01218,2025-12-12,SCH0433,1.0,1.0,1.0,1.0,0.0,Priya Sen,No Remarks,20.0
INSP01417,2025-07-19,SCH0094,1.0,1.0,1.0,1.0,,Reyansh Tara,Needs repair,0.0
INSP02218,2026-01-26,SCH0013,1.0,1.0,1.0,1.0,1.0,Yashodhara Gopal,Average,0.0
INSP02650,2025-11-04,SCH0582,1.0,1.0,1.0,,0.0,Nicholas Garg,Toilets locked,25.0
INSP01677,2025-10-19,SCH0599,1.0,1.0,1.0,0.0,1.0,Tanvi Kannan,Average,20.0
INSP01198,2025-04-28,SCH0322,1.0,1.0,,0.0,0.0,Panini Narang,Needs repair,50.0
INSP01543,2025-04-23,SCH0365,1.0,,1.0,0.0,0.0,Vritti Bassi,Average,50.0
INSP02540,2025-06-22,SCH0230,1.0,,1.0,1.0,1.0,Hemal Jain,Good condition,0.0
INSP00954,2025-10-30,SCH0158,1.0,1.0,1.0,0.0,,Vritti Tara,Average,25.0
INSP00751,2025-08-23,SCH0538,,1.0,1.0,,1.0,Lohit Karpe,Needs repair,0.0
INSP00235,2025-10-04,SCH0222,,1.0,,,,Isha Devan,Toilets locked,0.0
INSP00733,2025-04-04,0235,1.0,1.0,1.0,0.0,0.0,Anamika Srivastava,No remarks,40.0
INSP01157,2025-11-08,SCH0361,1.0,1.0,,1.0,1.0,Wishi Bhardwaj,Good condition,0.0
INSP02706,2026-02-28,SCH0450,0.0,1.0,1.0,0.0,1.0,Yoshita Jani,Good condition,40.0
INSP02446,2025-01-05,SCH0338,1.0,0.0,1.0,1.0,1.0,Urmi Thakur,Toilets locked,20.0
INSP01210,2026-02-04,S0287,0.0,1.0,1.0,1.0,,Unknown Inspector,Good condition,25.0
INSP01066,2025-10-16,SCH0334,1.0,1.0,1.0,0.0,0.0,Zarna Oommen,Needs repair,40.0
INSP02157,2026-01-25,SCH0488,1.0,1.0,,1.0,0.0,Samaksh Pant,Toilets locked,25.0
INSP01063,2025-05-30,0554,1.0,0.0,1.0,,1.0,Siddharth Divan,No remarks,25.0
INSP01168,2025-10-11,SCH0442,0.0,1.0,1.0,1.0,1.0,Ranveer Yohannan,Average,20.0
INSP01493,2025-04-12,SCH0330,1.0,1.0,1.0,1.0,1.0,Chaitanya Chand,Average,0.0
INSP00885,2025-11-12,SCH0531,,1.0,1.0,0.0,0.0,Unknown Inspector,Good condition,50.0
INSP00144,2025-05-22,SCH0229,1.0,1.0,,0.0,1.0,Brijesh Yadav,Toilets locked,25.0
INSP00851,2026-01-17,0412,,1.0,1.0,,1.0,Devansh Sanghvi,No Remarks,0.0
INSP00718,2025-09-09,SCH0555,1.0,,1.0,1.0,,Unknown Inspector,No remarks,0.0
INSP02985,2025-04-12,SCH0271,1.0,1.0,,0.0,0.0,Adya Vasa,Average,50.0
INSP02503,2025-08-06,SCH0196,0.0,1.0,1.0,1.0,1.0,Lavanya Talwar,No remarks,20.0
INSP00265,2025-06-13,SCH0321,1.0,,,1.0,,Chavvi Upadhyay,No remarks,0.0
INSP00076,2026-01-22,S0330,1.0,1.0,1.0,1.0,0.0,Girik Venkatesh,No Remarks,20.0
INSP02493,2025-11-16,S0339,1.0,0.0,1.0,1.0,1.0,Meghana Sehgal,No remarks,20.0
INSP00396,2025-10-19,S0593,1.0,1.0,0.0,0.0,1.0,Chandran Solanki,No Remarks,40.0
INSP02678,2025-11-19,SCH0451,1.0,1.0,1.0,0.0,1.0,Fariq Dixit,No remarks,20.0
INSP02225,2025-10-18,SCH0263,0.0,1.0,1.0,0.0,0.0,Falguni Ramanathan,Toilets locked,60.0
INSP02942,2025-07-02,SCH0254,0.0,0.0,1.0,,0.0,Yash Bhakta,Average,75.0
INSP00397,2025-08-28,SCH0572,1.0,1.0,,0.0,0.0,Gaurang Soni,Toilets locked,50.0
INSP01366,2025-07-14,SCH0012,1.0,0.0,,,,Unknown Inspector,Needs repair,50.0
INSP02631,2026-03-04,SCH0527,0.0,1.0,,1.0,,Ayushman Apte,Toilets locked,33.33
INSP01904,2026-02-14,SCH0289,,1.0,,1.0,0.0,Chaman Hans,Needs repair,33.33
INSP00596,2025-12-14,0055,1.0,0.0,1.0,1.0,0.0,Sanya Bhargava,No remarks,40.0
INSP02110,2025-10-07,SCH0565,,,1.0,0.0,0.0,Jagdish Kothari,Good condition,66.67
INSP01297,2025-08-02,SCH0020,1.0,1.0,1.0,1.0,0.0,Krish Chaudry,Toilets locked,20.0
INSP01822,2025-05-05,SCH0073,0.0,1.0,1.0,0.0,1.0,Tanmayi Sridhar,Toilets locked,40.0
INSP00873,2025-09-09,SCH0507,1.0,1.0,1.0,1.0,0.0,Vrinda Halder,No remarks,20.0
INSP02327,2025-11-04,SCH0273,1.0,,,1.0,1.0,Unknown Inspector,Good condition,0.0
INSP01549,2025-06-09,SCH0328,1.0,1.0,1.0,0.0,0.0,Pranav Tata,Needs repair,40.0
INSP00037,2025-06-27,S0369,0.0,0.0,1.0,,1.0,Forum Tata,No remarks,50.0
INSP02658,2026-03-13,SCH0515,1.0,1.0,1.0,1.0,0.0,Nathan Jain,Good condition,20.0
INSP02144,2025-06-10,SCH0315,1.0,1.0,1.0,1.0,0.0,Krishna Munshi,Needs repair,20.0
INSP02689,2026-02-11,SCH0028,,1.0,0.0,1.0,1.0,Unknown Inspector,No Remarks,25.0
INSP00978,2026-03-10,SCH0041,1.0,1.0,1.0,1.0,1.0,Sai Prasad,No remarks,0.0
INSP01572,2025-05-31,SCH0442,0.0,1.0,1.0,0.0,0.0,Lucky Khurana,No remarks,60.0
INSP01123,2025-04-16,SCH0003,1.0,1.0,1.0,0.0,1.0,Omaja Shanker,Average,20.0
INSP02240,2025-04-28,SCH0160,1.0,1.0,1.0,,0.0,Prisha Raghavan,Good condition,25.0
INSP02505,2025-12-16,SCH0461,0.0,1.0,1.0,,1.0,Oliver Goda,Good condition,25.0
INSP01893,2026-02-28,SCH0560,1.0,1.0,1.0,,,Yash Singh,Average,0.0
INSP00676,2025-09-11,SCH0514,,1.0,0.0,,0.0,Sudiksha Thaker,Average,66.67
INSP00729,2026-02-09,S0555,1.0,1.0,1.0,1.0,1.0,Yashasvi Parsa,No remarks,0.0
INSP00413,2025-04-21,SCH0468,,1.0,1.0,1.0,0.0,Unknown Inspector,Average,25.0
INSP01517,2025-10-11,SCH0208,1.0,1.0,0.0,0.0,1.0,Lohit Shenoy,Needs repair,40.0
INSP01650,2025-07-19,S0566,1.0,1.0,0.0,0.0,1.0,Ria Dyal,Toilets locked,40.0
INSP00826,2026-02-10,SCH0062,,,1.0,,,Upasna Badal,Average,0.0
INSP00617,2025-08-29,SCH0474,0.0,1.0,1.0,1.0,0.0,Peter Gulati,No remarks,40.0
INSP00115,2026-01-19,SCH0070,,1.0,1.0,1.0,1.0,Wriddhish Shere,Toilets locked,0.0
INSP00418,2026-02-17,SCH0265,1.0,1.0,1.0,1.0,1.0,Unknown Inspector,No Remarks,0.0
INSP01626,2025-05-16,SCH0196,1.0,,,1.0,1.0,Harish Pathak,Good condition,0.0
INSP00090,2026-02-13,SCH0175,1.0,0.0,1.0,0.0,1.0,Nidra Goswami,Toilets locked,40.0
INSP02083,2025-06-11,SCH0441,1.0,,0.0,,0.0,Januja Rajagopal,Toilets locked,66.67
INSP00754,2025-11-17,SCH0437,0.0,,,0.0,0.0,Unknown Inspector,No Remarks,100.0
INSP02547,2025-09-25,SCH0331,1.0,1.0,1.0,0.0,0.0,Anjali Handa,Toilets locked,40.0
INSP01631,2025-06-16,SCH0016,1.0,0.0,1.0,,0.0,Abeer Vora,Good condition,50.0
INSP00012,2025-10-18,SCH0202,1.0,0.0,1.0,1.0,0.0,Pavani Nair,Toilets locked,40.0
INSP02445,2025-04-16,SCH0533,1.0,1.0,1.0,0.0,1.0,Omisha Konda,Good condition,20.0
INSP00285,2025-09-20,SCH0327,0.0,1.0,1.0,1.0,,Gauri Gill,Good condition,25.0
INSP01067,2026-02-26,SCH0080,1.0,1.0,0.0,1.0,0.0,Bhavna Modi,Needs repair,40.0
INSP01192,2025-06-16,SCH0600,1.0,1.0,1.0,1.0,0.0,Unknown Inspector,No remarks,20.0
INSP01441,2025-06-06,SCH0133,1.0,1.0,1.0,,,Harsh Vohra,Needs repair,0.0
INSP02944,2025-12-26,SCH0334,1.0,1.0,1.0,1.0,1.0,Chanakya Wagle,Needs repair,0.0
INSP02943,2026-02-15,SCH0206,1.0,1.0,1.0,0.0,1.0,Ranveer Mani,Toilets locked,20.0
INSP02850,2025-10-13,0204,1.0,1.0,1.0,1.0,,Jeremiah Buch,Average,0.0
INSP01569,2025-10-20,SCH0189,1.0,1.0,0.0,1.0,0.0,Unknown Inspector,No Remarks,40.0
INSP02428,2026-10-01,SCH0254,0.0,1.0,1.0,1.0,0.0,Dayamai Yadav,Needs repair,40.0
INSP02710,2025-09-10,SCH0447,0.0,1.0,,0.0,1.0,Alka Mani,Toilets locked,50.0
INSP01688,2025-07-29,SCH0466,1.0,0.0,1.0,0.0,1.0,Mason Bahl,Average,40.0
INSP00852,2025-09-05,SCH0435,0.0,1.0,1.0,1.0,0.0,Triveni Bhagat,Toilets locked,40.0
INSP02208,2025-04-05,SCH0390,0.0,1.0,1.0,0.0,1.0,Dev Char,Needs repair,40.0
INSP00896,2025-06-22,S0132,1.0,1.0,1.0,1.0,0.0,Advaith Grewal,Needs repair,20.0
INSP00497,2025-12-22,SCH0510,,1.0,1.0,1.0,0.0,Unknown Inspector,Needs repair,25.0
INSP02306,2025-12-17,SCH0100,1.0,1.0,0.0,0.0,0.0,Mason Lal,Average,60.0
INSP01783,2025-05-20,S0474,1.0,1.0,0.0,1.0,0.0,Bishakha Narain,No remarks,40.0
INSP00336,2025-08-24,SCH0132,1.0,1.0,1.0,0.0,0.0,Dayita Sibal,Toilets locked,40.0
INSP00516,2025-05-10,SCH0197,1.0,1.0,1.0,1.0,0.0,Nimrat Chada,No Remarks,20.0
INSP01349,2025-06-30,SCH0249,1.0,0.0,1.0,0.0,0.0,Abhiram Radhakrishnan,No remarks,60.0
INSP01016,2025-07-20,SCH0029,1.0,1.0,1.0,1.0,0.0,Joshua Bali,Good condition,20.0
INSP02951,2025-05-04,SCH0061,,1.0,0.0,0.0,0.0,Abhimanyu Srivastava,Good condition,75.0
INSP01782,2025-10-04,SCH0100,1.0,1.0,1.0,1.0,,Siddharth Sarin,No Remarks,0.0
INSP02570,2026-03-22,S0028,1.0,0.0,1.0,0.0,1.0,Kalpit Bava,Needs repair,40.0
INSP01786,2025-11-27,SCH0166,1.0,,1.0,1.0,,Pahal Venkataraman,Average,0.0
INSP02071,2025-10-30,SCH0396,1.0,1.0,1.0,1.0,1.0,Vrinda Parmar,Toilets locked,0.0
INSP00357,2025-05-16,SCH0010,1.0,,1.0,0.0,0.0,Yashvi Bhat,No remarks,50.0
INSP02995,2025-06-21,0598,1.0,1.0,1.0,1.0,0.0,Zilmil Contractor,No Remarks,20.0
INSP01313,2025-09-24,SCH0600,,0.0,1.0,1.0,,William Pall,Toilets locked,33.33
INSP01636,2026-02-27,0187,,1.0,1.0,1.0,,Reva Venkatesh,Toilets locked,0.0
INSP00551,2025-04-09,SCH0036,0.0,1.0,1.0,1.0,,Vinaya Shukla,Good condition,25.0
INSP02389,2025-07-06,SCH0273,1.0,,1.0,1.0,,Wishi Baral,No remarks,0.0
INSP02480,2025-12-18,SCH0055,,1.0,1.0,0.0,0.0,Kamya Swamy,Average,50.0
INSP02522,2025-04-18,S0393,,1.0,1.0,0.0,1.0,Keya Karnik,No Remarks,25.0
INSP02266,2025-12-21,SCH0089,,1.0,1.0,1.0,1.0,Unknown Inspector,No remarks,0.0
INSP01228,2025-11-05,SCH0142,0.0,,1.0,0.0,1.0,Unknown Inspector,Average,50.0
INSP02818,2026-03-25,SCH0585,1.0,1.0,1.0,1.0,1.0,Rayaan Nori,Average,0.0
INSP00958,2026-02-28,SCH0125,1.0,1.0,0.0,1.0,0.0,Veer Andra,Good condition,40.0
INSP01774,2026-01-26,0004,0.0,0.0,1.0,1.0,0.0,Irya Devan,No remarks,60.0
INSP02142,2025-05-25,SCH0089,1.0,1.0,1.0,0.0,0.0,Gauri Sangha,No remarks,40.0
INSP01009,2025-10-13,SCH0106,,,1.0,1.0,1.0,Unknown Inspector,Needs repair,0.0
INSP01093,2026-02-27,SCH0073,,1.0,,1.0,1.0,Unknown Inspector,Good condition,0.0
INSP02907,2025-09-07,0288,1.0,0.0,,1.0,,Dominic Dua,Average,33.33
INSP00997,2025-06-14,SCH0599,1.0,1.0,1.0,1.0,0.0,Wriddhish Jaggi,Toilets locked,20.0
INSP01680,2025-07-06,SCH0107,1.0,1.0,1.0,0.0,0.0,Mohini Choudhury,Good condition,40.0
